name,color,colorName,base,url
"Amethyst",#96c,amethyst,assets/img/robots/bases/robot7.png,assets/img/robots/robot224.png
"Amethyst",#96c,amethyst,assets/img/robots/bases/robot15.png,assets/img/robots/robot225.png
"Amethyst",#96c,amethyst,assets/img/robots/bases/robot6.png,assets/img/robots/robot226.png
"Amethyst",#96c,amethyst,assets/img/robots/bases/robot1.png,assets/img/robots/robot227.png
"Amethyst",#96c,amethyst,assets/img/robots/bases/robot12.png,assets/img/robots/robot228.png
"Amethyst",#96c,amethyst,assets/img/robots/bases/robot2.png,assets/img/robots/robot229.png
"Amethyst",#96c,amethyst,assets/img/robots/bases/robot16.png,assets/img/robots/robot230.png
"Amethyst",#96c,amethyst,assets/img/robots/bases/robot4.png,assets/img/robots/robot231.png
"Amethyst",#96c,amethyst,assets/img/robots/bases/robot5.png,assets/img/robots/robot232.png
"Amethyst",#96c,amethyst,assets/img/robots/bases/robot19.png,assets/img/robots/robot233.png
"Amethyst",#96c,amethyst,assets/img/robots/bases/robot17.png,assets/img/robots/robot234.png
"Android Green",#a4c639,android_green,assets/img/robots/bases/robot3.png,assets/img/robots/robot235.png
"Android Green",#a4c639,android_green,assets/img/robots/bases/robot8.png,assets/img/robots/robot236.png
"Android Green",#a4c639,android_green,assets/img/robots/bases/robot14.png,assets/img/robots/robot237.png
"Android Green",#a4c639,android_green,assets/img/robots/bases/robot11.png,assets/img/robots/robot238.png
"Android Green",#a4c639,android_green,assets/img/robots/bases/robot18.png,assets/img/robots/robot239.png
"Android Green",#a4c639,android_green,assets/img/robots/bases/robot9.png,assets/img/robots/robot240.png
"Android Green",#a4c639,android_green,assets/img/robots/bases/robot10.png,assets/img/robots/robot241.png
"Android Green",#a4c639,android_green,assets/img/robots/bases/robot7.png,assets/img/robots/robot242.png
"Android Green",#a4c639,android_green,assets/img/robots/bases/robot15.png,assets/img/robots/robot243.png
"Android Green",#a4c639,android_green,assets/img/robots/bases/robot6.png,assets/img/robots/robot244.png
"Android Green",#a4c639,android_green,assets/img/robots/bases/robot1.png,assets/img/robots/robot245.png
"Android Green",#a4c639,android_green,assets/img/robots/bases/robot12.png,assets/img/robots/robot246.png
"Android Green",#a4c639,android_green,assets/img/robots/bases/robot2.png,assets/img/robots/robot247.png
"Android Green",#a4c639,android_green,assets/img/robots/bases/robot16.png,assets/img/robots/robot248.png
"Android Green",#a4c639,android_green,assets/img/robots/bases/robot4.png,assets/img/robots/robot249.png
"Android Green",#a4c639,android_green,assets/img/robots/bases/robot5.png,assets/img/robots/robot250.png
"Android Green",#a4c639,android_green,assets/img/robots/bases/robot19.png,assets/img/robots/robot251.png
"Android Green",#a4c639,android_green,assets/img/robots/bases/robot17.png,assets/img/robots/robot252.png
"Anti-Flash White",#f2f3f4,anti_flash_white,assets/img/robots/bases/robot3.png,assets/img/robots/robot253.png
"Anti-Flash White",#f2f3f4,anti_flash_white,assets/img/robots/bases/robot8.png,assets/img/robots/robot254.png
"Anti-Flash White",#f2f3f4,anti_flash_white,assets/img/robots/bases/robot14.png,assets/img/robots/robot255.png
"Anti-Flash White",#f2f3f4,anti_flash_white,assets/img/robots/bases/robot11.png,assets/img/robots/robot256.png
"Anti-Flash White",#f2f3f4,anti_flash_white,assets/img/robots/bases/robot18.png,assets/img/robots/robot257.png
"Anti-Flash White",#f2f3f4,anti_flash_white,assets/img/robots/bases/robot9.png,assets/img/robots/robot258.png
"Anti-Flash White",#f2f3f4,anti_flash_white,assets/img/robots/bases/robot10.png,assets/img/robots/robot259.png
"Anti-Flash White",#f2f3f4,anti_flash_white,assets/img/robots/bases/robot7.png,assets/img/robots/robot260.png
"Anti-Flash White",#f2f3f4,anti_flash_white,assets/img/robots/bases/robot15.png,assets/img/robots/robot261.png
"Anti-Flash White",#f2f3f4,anti_flash_white,assets/img/robots/bases/robot6.png,assets/img/robots/robot262.png
